player,opponent
0x0008340a30140400,0x007602700a622a00
0x00204c083c280000,0x005e005640565600
0x0018660834340000,0x006600524a4a6a00
0x001024483c280000,0x006e481640565400
0x00203c0c50261000,0x005442520a406e00
0x00203c0440261000,0x005a425a1a406e00
0x0000341c10320400,0x006a4a620a407a00
0x001866102c2c0000,0x0066004a52525600
0x0008640a30140400,0x007602500a626a00
0x000024380a640800,0x006c4a4650027600
0x0008241a30140400,0x007612600a622a00
0x00202c106c0c0000,0x005e404e10725600
0x0008240a30140400,0x007612700a622a00
0x0008660834340000,0x007600524a4a2a00
0x0000243c084c2000,0x006e4a4056005e00
0x0008640a30340400,0x007602500a426a00
0x0004340832340400,0x007a027208426a00
0x00202c0850241000,0x005e42500e4a6c00
0x000434103e200000,0x007a026a005e6a00
0x00203c0c50261000,0x005a42520a406e00
0x00002c2c10660800,0x005452524a007600
0x001026501c240000,0x006e400a624a6c00
0x0000141c10261000,0x002a6a226a006e00
0x00202c44502c2000,0x005652180e405e00
0x00002c3808620800,0x0056524456047600
0x000024380a640800,0x006e4a4650027600
0x0008640a30240000,0x007602504e4a6c00
0x00002c2818640800,0x00565256400a7600
0x000864323c040000,0x00760248027a6a00
0x0008241a10340400,0x007652006a426a00
0x0008640a30140400,0x007602700a626a00
0x0020280450261000,0x005456580e406e00
0x00102648382c0000,0x006e401046525600
0x00202c085c200000,0x005e4056005e5400
0x001026501c2c0000,0x006e400a62525600
0x0000241c58241000,0x006e4a6006486e00
0x000434123a240400,0x007a026800526a00
0x0020280c502c2000,0x005446500e405e00
0x001026500c282000,0x006e400a50465400
0x0000141c30461800,0x006a6a224a206600
0x0000283c084c2000,0x0054564056005e00
0x00202c0454261000,0x005e405a0a406e00
0x00202c0878280000,0x005e405604565400
0x000024300a640800,0x006a4a4e50027600
0x000434103e100000,0x007a026a006e2a00
0x001046301c140000,0x006e204a226a2a00
0x0008640a20140400,0x007602701a626a00
0x000434300a640800,0x002a424a50027600
0x0008640a30340400,0x007602504a423a00
0x00202c48501c2000,0x005e42100e625600
0x0010660834140000,0x006e00520a6a2a00
0x001026501c2c0000,0x006e400a60525600
0x00002c380a640800,0x0056524650027600
0x0008640a30340400,0x007602700a426a00
0x00041c202a640800,0x002a621a50027600
0x0008660c34240000,0x00760052484a6e00
0x001026500c2c2000,0x006e400a52425c00
0x0000241c50261000,0x006c4a620a406e00
0x000434103a240400,0x007a026a00527200
0x0000203408620800,0x00565e4856047600
0x001026501c240000,0x006e400a604a6e00
0x001026500c240000,0x006e400a72523600
0x000434123a240400,0x007a026800523a00
0x000432103c140000,0x007a006a026a2a00
0x001026500c3c2000,0x006e400a52425a00
0x0010265004282000,0x006e400a58465400
0x00202c4c502c2000,0x005c42100e405e00
0x000432103c240000,0x007a006a02527600
0x0008640a38240000,0x00760250465a5400
0x0000283808640800,0x0054564456007600
0x0008640a20340400,0x007602501a423a00
0x000864121c340000,0x00760248624a6a00
0x0018462824140000,0x006620521a6a6a00
0x00102650042c2000,0x006e400a5a425c00
0x0000241c50261000,0x007652620a406e00
0x0004381a12340400,0x006a466008427a00
0x0000343408661800,0x006a4a4a52006600
0x0000203c084c2000,0x00545e4056005e00
0x000434300a640800,0x007a420a50027600
0x00203c0450261000,0x005a425a0a406e00
0x0000283808640800,0x0056564456007600
0x001026501c240000,0x006e400a62523600
0x0008640a20340400,0x007602505a423a00
0x000024380a640800,0x00565a4650027600
0x0000143408161000,0x006a6a0a72206e00
0x000024380a640800,0x0036524650027600
0x00002c3808661800,0x0054524652006600
0x00202c504c182000,0x005e400e10665400
0x0008640a20340400,0x007602505a027a00
0x00043c2002640800,0x006a425a58027600
0x001026101c140000,0x006e006a226a6a00
0x0008642a30340400,0x007602500a426a00
0x0020245c082c2000,0x004e4a0056405e00
0x00041c0812340800,0x002a623268027600
0x000434101e340000,0x007a420a604a6a00
0x00002c78082c2000,0x0056520650425e00
0x00202c0c50261000,0x005e40520a406e00
0x0008642a20340400,0x007602501a426a00
0x0008640838280000,0x0076005644565400
0x0008241a10340400,0x007612602a426a00
0x0000205c082c2000,0x00545e0056405e00
0x00102650042c2000,0x006e400a5a425400
0x00002c3808640800,0x0056524456007600
0x00204c0838280000,0x005e005644565400
0x0000243c086c0800,0x00565a4056007600
0x00002c2c10660800,0x005652524a007600
0x00202c485c242000,0x005e4016004a5600
0x0004340836140000,0x007a0272086a2a00
0x0000241c50261000,0x005652620a406e00
0x00202c4c102c2000,0x005642104e405e00
0x001866083c240000,0x00660056404a6e00
0x001026500c2c2000,0x006e400a50425600
0x0000341c10660800,0x006a4a224a007600
0x00204c08382c0000,0x005e025046525600
0x0000241c50261000,0x006a4a620a406e00
0x00202c0c50261000,0x005652500a406e00
0x0008341238240400,0x0076026802527200
0x0000341c10260800,0x006a4a620a507600
0x0008640a34340000,0x007602500a4a6a00
0x001026500c2c2000,0x006e400a52425600
0x000434101a240800,0x007a026a60127600
0x0004341238240400,0x007a026802527200
0x0020280858241000,0x0054465406486e00
0x0008640a34140000,0x007602500a6a2a00
0x00202c106c280000,0x005e404e10565400
0x00002c3808660800,0x0056524652007600
0x0008640a38240000,0x00760250464a6e00
0x00202c087c100000,0x005e4056006e5400
0x00102450082c2000,0x006e480e50425e00
0x000414200a640800,0x002a6a1a50027600
0x00201844482c2000,0x0054661816405e00
0x00203c0440261000,0x005642581a406e00
0x0008241a10340400,0x007652006a423a00
0x0000243c0c620800,0x006e4a4052047600
0x0000243c4c261000,0x006e4a4012406e00
0x000432103c040000,0x007a006a027a2a00
0x000024380a640800,0x006a4a4650027600
0x0008640a303c0400,0x007602504a422a00
0x001064102c280000,0x006e084e50565600
0x001026501c240000,0x006e400a62525600
0x0020280c50261000,0x005446500a406e00
0x00002c2c10661800,0x005652524a006600
0x0008640a20140400,0x007602501a6a2a00
0x0000341c10661000,0x006a4a620a006e00
0x00102458082c2000,0x006e4a0056425c00
0x00204c083c200000,0x005e0056405e5400
0x00002c1c482c2000,0x0056526016405e00
0x0020380c50261000,0x005646500a406e00
0x0004360834140000,0x007a00720a6a2a00
0x00102650042c2000,0x006e400a5a425e00
0x00200c58082c2000,0x0056720650425e00
0x0008642a30140400,0x007602500a626a00
0x001026300c640800,0x006e404a52027600
0x00202c0c50261000,0x005e42520a406e00
0x00102650042c2000,0x006e400a58425600
0x00002c2c10661800,0x005452524a006600
0x0008640a30240000,0x007602504e4a6e00
0x0000241c50261000,0x006e4a620a406e00
0x000862083c280000,0x0076045640565400
0x00203c0450261000,0x0056425a0a406e00
0x001026501c340000,0x006e400a624a2a00
0x000434103e080000,0x007a026a00766a00
0x000434103a040000,0x007a026a007a2a00
0x001026501c240000,0x006e400a624a6e00
0x0008640a38240000,0x00760250465a5a00
0x00204c083c280000,0x005e005640565400
0x0000243408621800,0x006e4a4856046600
0x0008640a382c0000,0x0076025046525400
0x0004340836100000,0x007a0272086e6a00
0x00086008382c0000,0x0076045644525600
0x0008642a20140400,0x007602501a626a00
0x000824121c140000,0x00761268226a2a00
0x0008640a20340400,0x007602505a425a00
0x00202c087c200000,0x005e4056005e5400
0x000024300a640800,0x006e4a4e50027600
0x000434103e280000,0x007a026a00566a00
0x001046303c040000,0x006e204a027a2a00
0x00043c300a640800,0x002a424a50027600
0x0000243c086c0800,0x006e4a4056007600
0x0004341238240000,0x007a026806527600
0x0008640a38140000,0x00760250066a2a00
0x00002c3808660800,0x0056524650007600
0x00102c4c102c2000,0x006c42104e405e00
0x0000243c086c2000,0x006e4a4056005e00
0x0008620c38280000,0x0076045244565400
0x00201c58482c2000,0x0056620610425e00
0x000434202a640800,0x007a025a50027600
0x0000143408660800,0x006a6a0a52007600
0x000434300a340800,0x006a4a0a70027600
0x0010660834340000,0x006e00524a4a2a00
0x000434121a340400,0x007a4208604a6a00
0x00002838084c2000,0x0054564456005e00
0x0000243c084c2000,0x00565a4056005e00
0x00202c0858241000,0x005e4250064a6c00
0x001016301c140000,0x006e204a226a2a00
0x0008640a20340400,0x007602701a426a00
0x00002c3c084c2000,0x0056524056005e00
0x00202c0874100000,0x005e4056086e5400
0x00002838084c2000,0x0056564456005e00
0x001006101c340000,0x006e206a224a6a00
0x001064083c200000,0x006e0856405e5400
0x000864121c340000,0x00760248624a2a00
0x0000203c084c2000,0x00565e4056005e00
0x0008642a20340400,0x007602505a027a00
0x00086408382c0000,0x0076005644525600
0x0000245c102c2000,0x006e4a204e405e00
0x0000343408660800,0x006a4a4a52007600
0x001026501c340000,0x006e400a624a6a00
0x001026502c2c0000,0x006e400a52525400
0x00002c38084c2000,0x0056524456005e00
0x001026501c280000,0x006e400a60565600
0x0010264834340000,0x006e40124a4a2a00
0x000434300a640800,0x007a424a50027600
0x0000043c10320400,0x002a7a026a007a00
0x0000241c50261000,0x003652620a406e00
0x0008640a34340000,0x007602504a4a6a00
0x00041c300a340800,0x006a620a70027600
0x00202c0858241000,0x005e4056044a6c00
0x00102c500c2c2000,0x006e400e50425c00
0x0008640a20340400,0x007602701a423a00
0x0008640a34340000,0x007602504a4a2a00
0x001026500c2c2000,0x006e400a52425a00
0x00043c200a640800,0x006a425a50027600
0x0000240c50261000,0x006e4a720a406e00
0x000434300a640800,0x006a4a4a50027600
0x00202c087c080000,0x005e405600765400
0x00202c504c282000,0x005e400e10465400
0x00202c087c200000,0x005e4056005e5600
0x000434101a240800,0x003a426a00527600
0x000434101a240800,0x007a420a60523600
0x001026500c240000,0x006e400a72525600
0x00102458082c2000,0x006e4a0056405e00
0x000434102e080000,0x007a026a10766a00
0x00204c083c240000,0x005e0056404a6e00
0x0008241a10140400,0x007612602a626a00
0x0004341238140400,0x007a0268026a2a00
0x00202c0450261000,0x0054425a0a406e00
0x000414202a640800,0x002a621a50027600
0x001026500c240000,0x006e400a724a6e00
0x0000243c44261000,0x006e4a401a406e00
0x00202c485c242000,0x005e4016004a5c00
0x0008241a10340400,0x007612600a427a00
0x0008642220140400,0x007602581a626a00
0x000436103c240000,0x007a006a02527600
0x00202c0858241000,0x005e425006486e00
0x0000341418260800,0x006a4a6a02507600
0x000434200a640800,0x002a425a50027600
0x0000141812340800,0x002a6a2668027600
0x00202c087c240000,0x005e4056004a6e00
0x00202c104c2c1000,0x005e404e10426c00
0x0020280c50241000,0x005446500e486e00
0x0000283c084c2000,0x0056564056005e00
0x000434103a040000,0x007a026a047a6a00
0x0020280c50261000,0x005456500a406e00
0x00202c087c040000,0x005e4056007a5600
0x0000243c10260800,0x007652026a107600
0x0008642220340400,0x007602581a426a00
0x0004340a32140400,0x007a027008626a00
0x0000043c10320400,0x006a7a026a007a00
0x0000241c502c2000,0x006e4a600e405e00
0x0004340a32340400,0x007a027008423a00
0x0008640a30340400,0x007602504a425a00
0x00202c085c241000,0x005e4056004a6c00
0x000414200a640800,0x002a621a70027600
0x000866101c340000,0x0076000a624a6a00
0x00002c2c50261000,0x005652500a406e00
0x00203c4c502c2000,0x005642100e405e00
0x0018660834140000,0x006600520a6a2a00
0x0008640a30140000,0x007602500e6a2a00
0x00202c0450261000,0x0054525a0a406e00
0x001026101c340000,0x006e006a224a6a00
0x00043c200a640800,0x002a425a50027600
0x0020245c482c2000,0x004e4a0016405e00
0x0008640a30340400,0x007602504a027a00
0x000434101e140000,0x007a026a206a2a00
0x000434103e040000,0x007a026a007a6a00
0x0000343408661800,0x002a4a4a52006600
0x0004340a30340000,0x007a02700e4a6a00
0x000864321c140000,0x00760248226a2a00
0x0000243c10320400,0x007652026a007a00
0x0008640838280000,0x0076005644565600
0x0004341238240400,0x007a026802526a00
0x0008241a30140400,0x007612600a626a00
0x0000247c082c2000,0x006e4a0056405e00
0x0000240c50261000,0x005652720a406e00
0x0004340a32340400,0x007a027008426a00
0x00202c4c102c2000,0x005c42104e405e00
0x0000243c0c621800,0x006e4a4052046600
0x0000143c10320400,0x002a6a026a007a00
0x00202c085c240000,0x005e4056005a5600
0x00002c38482c2000,0x0056524610425e00
0x0000240c50261000,0x003652720a406e00
0x0000141c10320400,0x006a6a226a007a00
0x00202c0450261000,0x005c42580a406e00
0x001026541c240000,0x006e400a604a6e00
0x00202c087c140000,0x005e4056006a5600
0x000432101c140000,0x007a006a226a6a00
0x00002c3808661800,0x0056524452006600
0x000864121c340000,0x00760248224a6a00
0x00204c083c200000,0x005e0056405e5600
0x0000282c10620800,0x005456504e047600
0x000864122c2c0000,0x0076024852525400
0x00203c0440261000,0x0056425a1a406e00
0x0008341238040000,0x00760268067a6a00
0x000434302a640800,0x007a024a50027600
0x00102458182c0000,0x006e4a0066525600
0x0000243c0c661800,0x006e4a4052006600
0x001066102c2c0000,0x006e004a52525400
0x0000343408660800,0x002a4a4a52007600
0x0008341238240400,0x0076026802526a00
0x001026500c2c2000,0x006e400a50425c00
0x0008340a30340400,0x007602700a426a00
0x001026500c2c0000,0x006e400a72525400
0x00002c2c10661000,0x005452524a006e00
0x0008341238040000,0x00760268067a2a00
0x00202c085c200000,0x005e4056005e5600
0x0020280c54261000,0x005446500a406e00
0x000434103a240400,0x007a026a00523a00
0x00202c504c282000,0x005e400e10465600
0x0008640a20140400,0x007602701a6a2a00
0x0018462834140000,0x006620520a6a2a00
0x00002c380a640800,0x0054524650027600
0x00186608382c0000,0x0066005246525400
0x0020280458241000,0x0056565806486e00
0x001026500c282000,0x006e400a50465600
0x0008642a30340400,0x007602500a423a00
0x000434102e280000,0x007a026a10566a00
0x0000245c082c2000,0x006e4a0056405e00
0x000414320a340400,0x002a620870027a00
0x000024380a640800,0x0056524650027600
0x00203c0450261000,0x0054425a0a406e00
0x0010264c3c240000,0x006e4012404a6e00
0x00002c3808661800,0x0056524652006600
0x00202c105c240000,0x005e404e204a6e00
0x00202c0c50261000,0x005a42520a406e00
0x000434103e100000,0x007a026a006e6a00
0x00102450082c2000,0x006c4a0e50425e00
0x0000245c082c2000,0x006e4a2056405e00
0x0000341c10660800,0x006a4a624a007600
0x000024340c661800,0x006e4a4852006600
0x00102458082c2000,0x006e4a0056425600
0x0000341812340400,0x006a4a6608427a00
0x000434101a240800,0x007a026a00527600
0x00106608382c0000,0x006e005246525400
0x00202c0450261000,0x005e405a0a406e00
0x000434103e140000,0x007a026a006a2a00
0x00202c0c502c1000,0x005652500e406e00
0x0020280c50261000,0x005656500a406e00
0x000432103c040000,0x007a006a027a6a00
0x0008640a30340000,0x007602504e4a2a00
0x0010265004282000,0x006e400a58465600
0x00202c104c282000,0x005e404e10465400
0x00002c2c12640800,0x0056525248027600
0x000868083c200000,0x00760456405e5600
0x0000341c10661800,0x006a4a624a006600
0x0000343c10320400,0x006a4a026a007a00
0x0008640a38040000,0x00760250067a2a00
0x00102650042c2000,0x006e400a58425c00
0x000414300a240800,0x006a6a0a70127600
0x001026500c382000,0x006e400a50465400
0x000434103a240400,0x007a026a00526a00
0x0000243c10320400,0x006a5a026a007a00
0x000434103a240800,0x007a026a00523600
0x00041c300a240800,0x002a620a70127600
0x00204c0838280000,0x005e005644565600
0x0008243a10340400,0x003652006a027a00
0x0000143c10320400,0x006a6a026a007a00
0x001862043c240000,0x0066045a404a6e00
0x0008340a30140400,0x007602700a626a00
0x000434103a040000,0x007a026a007a6a00
0x00043c2002640800,0x002a425a58027600
0x0004341218140000,0x007a0268266a2a00
0x0010264c34240000,0x006e4012484a6e00
0x0000341c10660800,0x002a4a624a007600
0x00000c78082c2000,0x0056720650425e00
0x0004340836300000,0x007a0272084e6a00
0x00203c0440261000,0x0054425a1a406e00
0x00086408382c0000,0x0076025046525600
0x001026500c240000,0x006e400a72527600
0x00202c481c240000,0x005e4016604a6e00
0x0004340832140400,0x007a027208626a00
0x0010245808282000,0x006e480654465400
0x001866043c240000,0x0066005a404a6e00
0x0008660834140000,0x007600520a6a2a00
0x00002c3808661800,0x0056524650006600
0x000434103a200000,0x007a026a045e6a00
0x001026502c280000,0x006e400a50565400
0x0004340a30140400,0x007a02700a626a00
0x0008642a20340400,0x007602501a423a00
0x001026500c282000,0x006e400a50565400
0x0008640a20340400,0x007602505a427a00
0x00202c085c242000,0x005e4056004a5c00
0x0000343408660800,0x006a4a0a52007600
0x0008241a30340400,0x007612600a426a00
0x00202c085c040000,0x005e4056007a5600
0x001026500c282000,0x006e400e50465400
0x00202c0878080000,0x005e405604765600
0x000866101c340000,0x0076004a624a2a00
0x00202c48481c2000,0x005e421016625600
0x00202c106c080000,0x005e404e10765400
0x001066101c340000,0x006e004a224a6a00
0x00202c0c50261000,0x005652520a406e00
0x000866101c140000,0x0076006a226a2a00
0x0008640a203c0400,0x007602505a422a00
0x00202c0450261000,0x0056525a0a406e00
0x0008241a14140000,0x007612602a6a2a00
0x0000243c0c660800,0x006e4a4052007600
0x0000141c10320400,0x002a6a226a007a00
0x00002c0858241000,0x00565276004a6e00
0x001016101c340000,0x006e206a224a6a00
0x0018660834340000,0x006600520a4a6a00
0x001846301c140000,0x0066204a226a2a00
0x00202c085c240000,0x005e4056204a6e00
0x001046300c140000,0x006e204a326a2a00
0x000432101c340000,0x007a006a224a6a00
0x0008640a30340400,0x007602504a4a2a00
0x00102654042c2000,0x006e400a5a405e00
0x001026540c2c2000,0x006e400a50425600
0x0020280858241000,0x0054565406486e00
0x0004243a10340400,0x003a52006a027a00
0x0000282c10661800,0x005456504a006600
0x0020241c482c2000,0x004e4a4016405e00
0x000434101a240800,0x007a026a20523600
0x00043c101a240800,0x006a426a00527600
0x0000243c04620800,0x006e4a405a047600
0x0000203408621800,0x00545e4856046600
0x0020280c58241000,0x0054465006486e00
0x00102458082c2000,0x006e480650425e00
0x001026501c240000,0x006e400a625a5600
0x00102644042c2000,0x006e401a5a405e00
0x0008241a18140000,0x00761260266a2a00
0x00202c500c282000,0x005e400e50465400
0x000432101c340000,0x007a400a624a6a00
0x00000c70082c2000,0x0056720e50425e00
0x0020241c482c2000,0x00564a4016405e00
0x0008241a10340400,0x003652206a027a00
0x00202c08780c0000,0x005e425006725600
0x000434121c140000,0x007a0268226a2a00
0x0008241a10340400,0x003652600a427a00
0x00202c0450261000,0x005c425a0a406e00
0x0000243c10360800,0x007652026a007600
0x000434103e240000,0x007a026a00527600
0x001866301c140000,0x0066004a226a2a00
0x0000341c10660800,0x006a4a620a007600
0x001866102c2c0000,0x0066004a52525400
0x00202c481c302000,0x005e4016404e5400
0x00041c0812340400,0x006a623268027a00
0x0000086c102c2000,0x005476104e405e00
0x0000243c08660800,0x00565a4056007600
0x0008240a30140400,0x007612700a626a00
0x00202c0450261000,0x005a425a0a406e00
0x00202c0858241000,0x005e405604486e00
0x0020284c102c2000,0x005446104e405e00
0x00002c3808661000,0x0054524652006e00
0x0010660834140000,0x006e00520a6a6a00
0x00202c0c50261000,0x005452520a406e00
0x0020245c482c2000,0x005c4a0016405e00
0x00002c2c10661800,0x005652504a006600
0x001026540c2c2000,0x006e400a52405e00
0x00002c2c12640800,0x0054525248027600
0x0004340832340800,0x007a027208423600
0x0000243c48241000,0x006e4a4016486e00
0x00202c0c50261000,0x005c42520a406e00
0x0020284c502c2000,0x005446100e405e00
0x000024380a640800,0x0076524650027600
0x0008640a30140000,0x007602500e6a6a00
0x00043c200a640800,0x006a421a50027600
0x000866100c140000,0x0076006a326a2a00
0x001066101c340000,0x006e004a624a2a00
0x00202c481c200000,0x005e4016605e5400
0x0004340832340400,0x007a027208423a00
0x0000283c04621800,0x005656405a046600
0x00102648382c0000,0x006e401246525600
0x0008240a30340400,0x007612700a426a00
0x00002c3808680800,0x0056524456047600
0x0000043a10340400,0x006a7a046a027a00
0x0004340a32100400,0x007a0270086e2a00
0x00102458082c2000,0x006c4a0456405e00
0x00102c500c282000,0x006e400e50465400
0x0000243c08621800,0x006e4a4056046600
0x0004243a10340400,0x007252006a027a00
0x000434103a240000,0x007a026a045a6a00
0x001866101c340000,0x0066004a624a6a00
0x000434300a640800,0x006a424a50027600
0x0000141418260800,0x002a6a2a62107600
0x0020280c50241000,0x005456500e486e00
0x00203c18482c1000,0x0056424610426e00
0x0000282c50261000,0x005656500a406e00
0x00202c504c2c2000,0x005e400e10425600
0x00002c380c680800,0x0056524452047600
0x001026502c2c0000,0x006e400a52525600
0x0000243c08620800,0x006e4a4056047600
0x001026540c2c2000,0x006e400a50425c00
0x001026501c240000,0x006e400a62527600
0x0000243c104c2000,0x006e4a404e205e00
0x0000341c12240800,0x006a4a6208527600
0x00043c300a640800,0x006a424a50027600
0x00202c0c50261000,0x005642520a406e00
0x0008662834140000,0x007600520a6a2a00
0x00043c300a640800,0x005a424a50027600
0x0008640a38240000,0x00760250465a2a00
0x00102c481c200000,0x006e4016605e5600
0x0004340a30340400,0x007a02700a426a00
0x0008680c30280000,0x007604524c565400
0x00002c38482c1000,0x0056524610426e00
0x00002c2c10661000,0x005652524a006e00
0x000024380a640800,0x00525a4650027600
0x000434120a140400,0x007a0268306a2a00
0x0000243c08660800,0x006e4a4056007600
0x00040c3812340800,0x006a720268027600
0x001026500c2c2000,0x006e400a52405e00
0x00002c3848261000,0x0054524612406e00
0x001064083c240000,0x006e0856404a6e00
0x0004340a30340400,0x007a02700a423a00
0x000434103a240000,0x007a026a00527600
0x00102458082c0000,0x006e4a0076525600
0x000866102c2c0000,0x0076004a52525400
0x000866102c140000,0x0076006a126a2a00
0x00186608382c0000,0x0066005046525600
0x001026501c280000,0x006e400a60565400
0x00201c50482c2000,0x0056620e10425e00
0x0008642220340400,0x007602581a423a00
0x0008341238240400,0x0076026802523a00
0x001024580c282000,0x006e480650465400
0x00202c58082c2000,0x0056520650425e00
0x000434121a300400,0x007a4208604e6a00
0x0020301c482c1000,0x00544e4016406e00
0x0000282c10661800,0x005656504a006600
0x001866101c340000,0x0066004a624a2a00
0x0000243a08340400,0x0076520472027a00
0x000434103a240000,0x007a026a04527600
0x0000243c086c1000,0x006e4a4056006e00
0x0000243c04621800,0x006e4a405a046600
0x00201844502c2000,0x005466180e405e00
0x001026483c280000,0x006e401640565600
0x0000243408680800,0x006e4a4856047600
0x00106c083c280000,0x006e005640565600
0x00202c0a50340400,0x005e42500a427a00
0x00086608382c0000,0x0076005246525400
0x000434200a640800,0x006a425a50027600
0x0020280c50261000,0x005646500a406e00
0x0018660c3c240000,0x00660052404a6e00
0x0000243408660800,0x006e4a4856007600
0x0008241a10340400,0x007612602a423a00
0x000434083a240000,0x007a027204527600
0x0000243a10340400,0x007652046a027a00
0x000024340c660800,0x006e4a4852007600
0x0020280450261000,0x005656580a406e00
0x0000243c08661800,0x006e4a4056006600
0x0000341c12640800,0x006a4a6248027600
0x00202c08780c0000,0x005e405604725600
0x001026540c282000,0x006e400a50465400
0x001066301c140000,0x006e004a226a2a00
0x000034340a640800,0x006a4a4a50027600
0x0008341238240000,0x0076026806527600
0x0000241c50261000,0x00525a620a406e00
0x0008640a30340400,0x007602504a427a00
0x001066303c140000,0x006e004a026a2a00
0x000434300a640800,0x003a424a50027600
0x000434200a640800,0x006a4a5a50027600
0x00202c0858241000,0x005c4256004a6e00
0x00002c3808640800,0x00565246500a7600
0x001026540c282000,0x006e400a50465600
0x00043c1a12340400,0x006a426008427a00
0x0000341c18320400,0x006a4a2262047a00
0x00202c0450261000,0x0056425a0a406e00
0x0004143208340400,0x002a620872027a00
0x001866102c280000,0x0066004a50565400
